0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.11,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.93,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.01,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,0.99,		2.20,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.87,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.01,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.11,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-4.03,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.01,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.78,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.02,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-3.05,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.99,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.14,-3.05,-3.85,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,1.00,		2.08,-2.93,-3.97,		0.000000,0.000000,			0:0:0:0
0.02,-0.03,0.99,		2.08,-3.05,-3.91,		0.000000,0.000000,			0:0:0:0
